disease,state,year,weeks_reporting,count,population
Hepatitis A,Wisconsin,2008,43,32,5634954
Hepatitis A,Wisconsin,2009,47,20,5661132
Hepatitis A,Wisconsin,2010,51,26,5686986
Hepatitis A,Wisconsin,2011,48,5,5712883
Hepatitis A,Wyoming,1966,29,54,321526
Hepatitis A,Wyoming,1967,28,65,321596
Hepatitis A,Wyoming,1968,23,37,323145
Hepatitis A,Wyoming,1969,28,81,326595
Hepatitis A,Wyoming,1970,38,83,332416
Hepatitis A,Wyoming,1971,25,49,340985
Hepatitis A,Wyoming,1972,26,43,352081
Hepatitis A,Wyoming,1973,27,47,365309
Hepatitis A,Wyoming,1974,18,47,380233
Hepatitis A,Wyoming,1975,18,34,396342
Hepatitis A,Wyoming,1976,7,9,413027
Hepatitis A,Wyoming,1977,15,20,429572
Hepatitis A,Wyoming,1978,13,29,445144
Hepatitis A,Wyoming,1979,14,21,458809
Hepatitis A,Wyoming,1980,11,17,469557
Hepatitis A,Wyoming,1981,23,78,476591
Hepatitis A,Wyoming,1982,28,78,480117
Hepatitis A,Wyoming,1983,17,31,480671
Hepatitis A,Wyoming,1984,18,29,478860
Hepatitis A,Wyoming,1985,6,9,475320
Hepatitis A,Wyoming,1986,13,15,470694
Hepatitis A,Wyoming,1987,12,19,465612
Hepatitis A,Wyoming,1988,20,3,460682
Hepatitis A,Wyoming,1989,33,38,456486
Hepatitis A,Wyoming,1990,41,72,453588
Hepatitis A,Wyoming,1991,37,86,452414
Hepatitis A,Wyoming,1992,21,4,452883
Hepatitis A,Wyoming,1993,27,10,454802
Hepatitis A,Wyoming,1994,25,17,457989
Hepatitis A,Wyoming,1995,37,89,462267
Hepatitis A,Wyoming,1996,39,35,467464
Hepatitis A,Wyoming,1997,27,22,473401
Hepatitis A,Wyoming,1998,33,25,479897
Hepatitis A,Wyoming,1999,35,6,486758
Hepatitis A,Wyoming,2000,35,16,493782
Hepatitis A,Wyoming,2001,38,23,500794
Hepatitis A,Wyoming,2002,44,2,507765
Hepatitis A,Wyoming,2003,36,1,514708
Hepatitis A,Wyoming,2004,49,5,521635
Hepatitis A,Wyoming,2005,0,0,528557
Hepatitis A,Wyoming,2006,37,2,535490
Hepatitis A,Wyoming,2007,28,2,542448
Hepatitis A,Wyoming,2008,45,2,549445
Hepatitis A,Wyoming,2009,13,0,556499
Hepatitis A,Wyoming,2010,29,3,563626
Hepatitis A,Wyoming,2011,42,1,570841
